Disciplina;NivelDisciplina;AnoInicioPreRequisito;AnoFimPreRequisito;PreRequisito
HH787;G;1999;1999;HH786
HH787;G;2000;;*HH786
HH788;G;2011;2012;AA200
HH788;;2013;;
HH789;G;2011;2012;AA200
HH789;G;2013;;AA200/ HH788
HH790;G;1999;;AA475
HH791;G;2003;2005;*HH779
HH791;G;2006;;*HH779/ AA200
HH792;G;2003;2005;*HH791
HH792;G;2006;;*HH791/ AA200
HH793;G;2003;2005;*HH792
HH793;G;2006;;*HH792/ AA200
HH794;G;2003;2005;*HH793
HH794;G;2006;;*HH793/ AA200
HH795;G;2003;2005;*HH794
HH795;G;2006;;*HH794/ AA200
HH796;G;2011;2012;AA200
HH796;G;2013;;AA200/ HH788
HH801;G;2003;2005;*HH785
HH801;G;2006;;*HH785/ AA200
HH802;G;2003;2005;*HH801
HH802;G;2006;;*HH801/ AA200
HH803;G;2003;2005;*HH802
HH803;G;2006;2010;*HH802/ AA200
HH803;G;2011;;HH789/ AA200
HH805;G;2011;2012;AA200
HH805;G;2013;;AA200/ HH788
HH806;G;2011;2012;AA200
HH806;G;2013;;AA200/ HH788
HH810;G;2003;;AA470
HH884;G;1983;1983;HH686
HH884;G;1984;;HH283/ HH686
HH884;;1981;1982;
HH885;G;1980;1983;AA200/ HH283
HH885;G;1984;;HH283/ HH784
HH886;G;1980;1983;AA200/ HH283
HH886;G;1984;;HH283/ HH686
HH900;G;2005;;AA200  AA475  HH183
HH901;G;2005;;AA200  AA475  HH183
HH902;G;2005;2005;AA200  AA475  HH183
HH902;G;2006;;AA200  AA475  HH183  HH900
HH903;G;2005;2005;AA200  AA475  HH183
HH903;G;2006;;AA200  AA475  HH183  HH901
HH904;G;2005;2005;AA200  AA450  HH183
HH904;G;2006;;AA200  HH183
HH905;G;2005;;AA200  AA450  HH183
HH910;G;2013;;HH183/ AA200
HH911;G;2013;;HH183/ AA200
HH912;G;2013;;HH183/ AA200
HH913;G;2013;;HH183/ AA200
HH914;G;2013;;HH183/ AA200
HH915;G;2013;;HH183/ AA200
HH916;G;2013;;HH183/ AA200
HH917;G;2013;;HH183/ AA200
HH918;G;2013;;HH183/ AA200
HH919;G;2013;;HH183/ AA200
HH920;G;2013;;HH183/ AA200
HH921;G;2013;;HH183/ AA200
HH922;G;2013;;HH183/ AA200
HH923;G;2013;;HH183/ AA200
HH924;G;2013;;HH183/ AA200
HH925;G;2013;;HH183/ AA200
HH926;G;2013;;HH183/ AA200
HH927;G;2013;;HH183/ AA200
HH928;G;2013;;HH183/ AA200
HH929;G;2013;;HH183/ AA200
HH930;G;2013;;HH183/ AA200
HH950;G;2005;2005;AA200  AA475  HH183
HH950;G;2006;;AA200/ AA450 *HH183
HH951;G;2005;2005;AA200  AA475  HH183
HH951;G;2006;;AA200/ AA450 *HH183
HH952;G;2005;2005;AA200  AA475  HH183
HH952;G;2006;;AA200/ AA450 *HH183
HH953;G;2005;2005;AA200  AA475  HH183
HH953;G;2006;;AA200/ AA450 *HH183
HH954;G;2005;2005;AA200  AA475  HH183
HH954;G;2006;;AA200/ AA450 *HH183
HH955;G;2005;2005;AA200  AA475  HH183
HH955;G;2006;;AA200/ AA450 *HH183
HL001;G;2002;;HL643/ AA200
HL002;G;2002;;HL643/ AA200
HL026;G;1996;1998;AA200  LA207
HL026;G;1999;;AA200
HL027;G;1996;1998;AA200  HL026
HL027;G;1999;;AA200/ HL026
HL028;G;1996;1998;AA200  HL027
HL028;G;1999;;AA200/ HL027
HL029;G;1996;1998;AA200  HL028
HL029;G;1999;;AA200/ HL028
HL040;G;1989;;AA200
HL041;G;1992;;AA200
HL041;;1989;1991;
HL044;G;1981;;HL444/ AA200
HL052;G;1983;1991;AA200/ HL750
HL052;;1992;;
HL053;G;1983;1998;AA200
HL053;;1999;;
HL055;G;2009;;HL053
HL055;;2003;2008;
HL056;G;2005;;AA200
HL061;G;1983;1988;HL560
HL061;G;1989;1992;HL660
HL061;G;1993;;HL660/ AA200
HL062;G;1983;1988;HL560/ AA200
HL062;G;1989;;HL660/ AA200
HL070;G;1983;1988;HL560
HL070;G;1989;1992;HL660
HL070;G;1993;;HL660/ AA200
HL090;G;1983;;AA200
HL091;G;1983;;AA200
HL092;G;1983;;AA200
HL093;G;1983;;AA200
HL094;G;1983;;AA200
HL110;;1983;;
HL112;;1981;;
HL113;;1981;;
HL114;;1981;;
HL115;;1981;;
HL116;;1981;;
HL117;;1981;;
HL118;;1982;;
HL119;;1982;;
HL122;;1982;;
HL123;;1981;;
HL124;;1981;;
HL125;G;1999;2010;HL320
HL125;G;2011;;HL320/ HL220
HL143;;1983;;
HL144;;1983;;
HL200;;1981;;
HL208;G;1976;;HL108
HL210;G;1983;1991;AA200/ HL110
HL210;;1992;;
HL212;G;1973;1975;AA200/ HL112
HL212;G;1976;1980;HL112
HL212;G;1981;;HL112/ AA200
HL213;G;1973;1975;AA200/ HL113
HL213;G;1976;1980;HL113
HL213;G;1981;;HL113/ AA200
HL214;G;1973;1975;AA200/ HL114
HL214;G;1976;1980;HL114
HL214;G;1981;;HL114/ AA200
HL215;G;1980;;AA200/ HL115
HL216;G;1980;;AA200/ HL116
HL217;G;1980;;AA200/ HL117
HL218;G;1982;;AA200/ HL118
HL219;G;1982;;AA200/ HL119
HL222;G;1982;;AA200/ HL122
HL223;G;1980;;AA200/ HL123
HL224;G;1980;;AA200/ HL124
HL225;G;1999;;HL125
HL243;G;1983;2013;HL143
HL243;G;2014;;HL143/ AA200
HL244;G;1983;2013;HL144
HL244;G;2014;;HL144/ AA200
HL300;G;1976;1980;HL100
HL300;;1981;;
HL301;G;1981;;HL200
HL303;G;1988;1988;EP111
HL303;;1987;1987;
HL303;;1989;;
HL308;;1981;;
HL309;;1981;;
HL310;G;1983;1991;HL210
HL310;;1992;;
HL312;G;1973;1975;AA200/ HL212
HL312;G;1976;1980;HL212
HL312;G;1981;;HL212/ AA200
HL313;G;1973;1975;AA200/ HL213
HL313;G;1976;1980;HL213
HL313;G;1981;;HL213/ AA200
HL314;G;1973;1975;AA200/ HL214
HL314;G;1976;1980;HL214
HL314;G;1981;;HL214/ AA200
HL315;G;1980;;AA200/ HL215
HL320;G;1983;1991;HL210/ AA200
HL320;;1992;;
HL321;G;2007;;HL221
HL321;;1999;2006;
HL322;G;1982;;AA200/ HL222
HL343;G;1989;2004;HL243/ AA200
HL343;G;2005;2013;HL243
HL343;G;2014;;HL243/ AA200
HL344;G;1989;2004;HL244/ AA200
HL344;G;2005;2013;HL244
HL344;G;2014;;HL244/ AA200
HL401;G;1974;;HL301
HL402;G;1973;1975;HL200
HL402;G;1976;1980;HL100
HL402;G;1981;;HL301
HL403;G;1988;1989;HL303
HL403;G;1990;;EP427  EP428  HL303
HL403;;1987;1987;
HL408;G;1978;;HL308
HL409;G;1978;;HL309
HL412;G;1973;1975;AA200/ HL312
HL412;G;1976;1980;HL312
HL412;G;1981;;HL312/ AA200
HL413;G;1973;1975;AA200/ HL313
HL413;G;1976;1980;HL313
HL413;G;1981;;HL313/ AA200
HL414;G;1973;1975;AA200/ HL314
HL414;G;1976;1980;HL314
HL414;G;1981;;HL314/ AA200
HL415;G;1980;;AA200/ HL315
HL420;G;1983;;HL320
HL421;G;1971;;HL300
HL443;G;1989;2004;HL343/ AA200
HL443;G;2005;2013;HL343
HL443;G;2014;;HL343/ AA200
HL444;G;1989;2004;HL344/ AA200
HL444;G;2005;2013;HL344
HL444;G;2014;;HL344/ AA200
HL470;G;1983;;HL210
HL501;G;1975;;HL401
HL502;G;1973;1977;HL300/ HL402
HL502;G;1978;;HL402
HL508;G;1978;;HL308
HL512;G;1974;1975;AA200/ HL412
HL512;G;1976;1980;HL412
HL512;G;1981;;HL412/ AA200
HL513;G;1974;1975;AA200/ HL413
HL513;G;1976;1980;HL413
HL513;G;1981;;HL413/ AA200
HL514;G;1979;;AA200/ HL414
HL515;G;1980;;AA200/ HL415
HL517;;1981;;
HL520;G;1973;1975;HL301
HL520;G;1976;1976;HL301  HL402
HL520;G;1977;1980;HL301/ HL402
HL520;G;1981;1981;HL301
HL520;G;1982;;HL402
HL521;G;2011;;HL221
HL521;;1999;2010;
HL523;G;1971;;HL301/ H 323/ H 423
HL526;G;1971;;HL421  HL502
HL527;G;1971;;HL300  ME396
HL529;G;1971;;HL100
HL530;G;1978;;AA200
HL541;G;1989;1991;HL243
HL541;G;1992;;HL143
HL543;G;1992;2004;HL443/ AA200
HL543;G;2005;2013;HL443
HL543;G;2014;;HL443/ AA200
HL544;G;1992;2004;HL444/ AA200
HL544;G;2005;2013;HL444
HL544;G;2014;;HL444/ AA200
HL551;G;1974;1977;HL300  HL301
HL551;G;1978;;AA200
HL552;G;1976;1980;HL300
HL552;;1981;;
HL553;G;1974;;AA200
HL554;G;1976;1980;HL300  HL301
HL554;;1981;;
HL555;G;1978;;AA200
HL556;G;1974;1977;HL300
HL556;G;1978;;HL300  TL200
HL557;G;1975;;HL300
HL558;G;1976;1980;HL300
HL558;;1981;;
HL559;G;1975;1975;AA200
HL559;G;1976;1980;MA416
HL559;G;1981;;AA200
HL560;G;1983;;HL210
HL561;G;1982;;AA200
HL563;G;2014;;HL543/ AA200
HL564;G;2014;;HL544/ AA200
HL566;G;1999;;HL111
HL570;G;1983;;HL420
HL571;G;2006;;HL221  HL321
HL573;G;2014;;HL643/ AA200
HL574;G;2014;;HL644/ AA200
HL581;G;1983;1991;HL320/ AA200
HL581;;1992;;
HL602;G;1973;;HL502
HL603;G;1976;1976;HL301  HL402
HL603;G;1977;1980;HL301
HL603;;1981;;
HL605;G;1976;1976;HL402
HL605;G;1977;1980;HL300
HL605;;1981;;
HL608;G;1978;1981;HL308
HL608;G;1982;;HL408
HL612;G;1974;1975;AA200/ HL512
HL612;G;1976;1980;HL512
HL612;G;1981;;HL512/ AA200
HL613;G;1974;1975;AA200/ HL513
HL613;G;1976;1980;HL513
HL613;G;1981;;HL513/ AA200
HL614;G;1980;;AA200/ HL514
HL615;G;1982;;AA200/ HL515
HL620;G;1973;1975;HL502
HL620;G;1976;1980;HL502/ HL520
HL620;G;1981;;HL520
HL621;G;1971;;HL800
HL622;G;1971;;HL602
HL623;G;1983;;HL420
HL624;;1983;;
HL630;G;1974;1977;HL312
HL630;G;1978;;HL530
HL631;;1999;;
HL633;G;1983;1993;HG001
HL633;G;1994;1996;HG001/ HL420
HL633;;1997;;
HL637;G;1978;1980;AA200/ HL412
HL637;G;1981;1981;HL301  HL402  HL412
HL637;G;1982;;AA200/ HL412
HL640;G;1974;1975;AA200/ HL413
HL640;G;1976;1980;HL313
HL640;G;1981;1981;HL301  HL402  HL413
HL640;G;1982;;HL413/ AA200
HL641;G;1983;;HL243
HL643;G;1992;2004;HL543/ AA200
HL643;G;2005;2013;HL543
HL643;G;2014;;HL543/ AA200
HL644;G;1992;2004;HL544/ AA200
HL644;G;2005;2013;HL544
HL644;G;2014;;HL544/ AA200
HL652;G;1973;1977;HL552
HL652;G;1978;;AA200
HL660;G;1989;1991;HL210
HL660;;1992;;
HL681;G;1983;1991;HL420/ AA200
HL681;;1992;;
HL690;;1982;;
HL701;G;1983;1991;AA200/ HL623
HL701;;1992;;
HL702;G;1975;;AA200
HL705;G;1973;1977;HL605
HL705;G;1978;;AA200
HL708;;1981;;
HL720;G;1978;1978;HL520
HL720;G;1979;;HL620
HL721;G;1973;1977;HL520
HL721;G;1978;1980;AA200/ HL620
HL721;G;1981;;HL620
HL722;G;1973;;HL603
HL724;G;1971;;HL705
HL725;G;1971;;HL620
HL726;G;1971;;HL652
HL727;G;1971;;HL300
HL728;G;1971;;HL622  MA416
HL729;G;1971;;HL412/ HL413/ HL414
HL730;G;1974;1977;HL630
HL730;G;1978;1980;HL637
HL730;G;1981;1981;HL602  HL637
HL730;G;1982;;HL637
HL731;G;1974;1977;HL630
HL731;G;1978;;HL412
HL733;G;1983;1992;AA200/ HL633
HL733;G;1993;;HL633
HL740;G;1974;1980;HL640
HL740;G;1981;1981;HL602  HL640
HL740;G;1982;;HL640
HL741;G;1974;1977;HL640
HL741;G;1978;;HL413
HL743;G;1992;2004;HL643/ AA200
HL743;G;2005;2013;HL643
HL743;G;2014;;HL643/ AA200
HL744;G;2002;2004;HL644/ AA200
HL744;G;2005;2013;HL644
HL744;G;2014;;HL644/ AA200
HL745;G;1999;;HL143
HL750;G;1983;1991;HL633
HL750;;1992;;
HL751;G;1982;;AA200/ HL620
HL772;G;1971;;HL605
HL790;G;1982;;HL690
HL800;G;1973;1975;HL402
HL800;G;1976;1977;HL502
HL800;G;1978;;AA200/ HL602
HL801;G;1982;;HL721
HL805;G;1974;1977;HL705
HL805;G;1978;;AA200
HL813;G;1999;;HL713
HL820;G;1971;;HL720
HL821;G;1974;1975;HL561/ HL721/ HL731/ HL741/ HL751
HL821;G;1976;1981;HL721
HL821;G;1982;;HL721/ HL561/ HL731/ HL741/ HL751
HL822;G;1973;;HL603
HL824;G;1971;;HL724
HL825;G;1971;;HL725
HL831;G;1974;;HL731
HL832;G;1983;1991;AA200/ HL733
HL832;;1992;;
HL841;G;1974;;HL741
HL842;G;1983;1988;HL641
HL842;G;1989;1991;HL541
HL842;;1992;;
HL843;G;1992;2004;HL743/ AA200
HL843;G;2005;2013;HL743
HL843;G;2014;;AA200/ HL743
HL844;G;2002;2004;HL744/ AA200
HL844;G;2005;2013;HL744
HL844;G;2014;;HL744/ AA200
HL845;G;1999;;HL745
HL870;G;1983;;HL570  HL733
HL872;G;1971;;HL772
HL881;G;1978;;HL301  HL402
HL890;G;1982;;HL790
HL891;G;1982;;HL690
HL901;G;2006;;AA200
HL901;;1999;2005;
HL902;G;2006;;AA200
HL902;;1999;2005;
HL903;G;2006;;AA200
HL903;;1999;2005;
HL904;G;2005;;AA200
HL905;G;2005;;AA200
HL906;G;2005;;AA200
HL907;G;2005;;AA200/ HL904  HL905/ HL904  HL906/ HL905  HL906
HS365;G;1973;;HC161
HS455;G;1975;;HC151
HS465;G;1973;;HS365
HS651;G;1973;;HC451/ HC251
HS655;G;1973;;HC351
HS785;G;1973;;HC281
HS791;G;1973;;HC541/ HC641/ HC551/ HC451/ HC364
HS861;G;1973;;HC362/ HC364
HS885;G;1973;;HS785
HZ060;G;2000;2003;AA200  HZ161  HZ263  HZ363
HZ060;G;2004;2013;AA200  HZ363
HZ060;G;2014;;AA200  HZ360
HZ061;G;2000;2003;AA200  HZ161  HZ263  HZ363
HZ061;G;2004;2013;AA200  HZ363
HZ061;G;2014;;AA200  HZ360
HZ062;G;2014;;HZ360/ AA200
HZ063;G;2014;;HZ360/ AA200
HZ065;G;2014;;HZ360/ AA200
HZ066;G;2014;;HZ360/ AA200
HZ067;G;2014;;HZ360/ AA200
HZ068;G;2014;;HZ360/ AA200
HZ069;G;2014;;HZ360/ AA200
HZ101;;1981;;
HZ103;G;2006;;HZ352/ AA450
HZ104;G;2006;2011;HZ103/ AA450
HZ104;G;2012;;HZ103
HZ133;G;2012;;HZ631/ AA200
HZ134;G;2012;;HZ631/ AA200
HZ140;G;2009;;HZ345/ AA200
HZ141;;1981;;
HZ142;G;2002;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ142;G;2004;2008;HZ341/ AA200
HZ142;G;2009;;AA200
HZ143;G;2002;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ143;G;2004;2008;HZ341/ AA200
HZ143;G;2009;;AA200
HZ144;G;1980;1980;HZ241
HZ144;G;1981;1981;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ144;G;1982;1982;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ293
HZ144;G;1983;1986;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ144;G;1987;1987;HZ341/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ144;G;1988;2003;HZ341/ HZ253/ HZ252/ HZ291/ HZ292/ HZ293
HZ144;G;2004;2008;HZ341/ AA200
HZ144;G;2009;;AA200
HZ145;G;2002;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ145;G;2004;2008;HZ341/ AA200
HZ145;G;2009;;AA200
HZ146;G;2002;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ146;G;2004;2008;HZ341/ AA200
HZ146;G;2009;;AA200
HZ147;G;2002;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ147;G;2004;2008;HZ341/ AA200
HZ147;G;2009;;AA200
HZ148;G;2002;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ148;G;2004;2008;HZ341/ AA200
HZ148;G;2009;;AA200
HZ149;G;2002;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ149;G;2004;2008;HZ341/ AA200
HZ149;G;2009;;AA200
HZ151;;1981;;
HZ152;;1993;;
HZ153;G;2002;2003;HZ158  HZ258  HZ358
HZ153;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ154;G;1980;1980;HZ358
HZ154;G;1981;1984;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ154;G;1985;1986;HZ258/ HZ358/ HZ291/ HZ292/ HZ293/ HZ252
HZ154;G;1987;1987;HZ258/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ154;G;1988;1992;HZ258/ HZ253/ HZ252/ HZ291/ HZ292/ HZ293
HZ154;G;1993;2003;HZ158  HZ258  HZ358
HZ154;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ155;G;2002;2003;HZ158  HZ258  HZ358
HZ155;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ156;G;2002;2003;HZ158  HZ258  HZ358
HZ156;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ157;G;2002;2003;HZ158  HZ258  HZ358
HZ157;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ159;G;2002;2003;HZ158  HZ258  HZ358
HZ159;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ161;;1981;;
HZ162;;1981;;
HZ163;G;2002;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ163;G;2004;2013;HZ363/ AA200
HZ163;G;2014;;HZ360/ AA200
HZ164;G;1980;1980;HZ261
HZ164;G;1981;1984;HZ261/ HZ361/ HZ162/ HZ252/ HZ291/ HZ292/ HZ293
HZ164;G;1985;1986;HZ361/ HZ261/ HZ162/ HZ252/ HZ291/ HZ292/ HZ293
HZ164;G;1987;1987;HZ362/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ164;G;1988;1996;HZ362/ HZ253/ HZ252/ HZ291/ HZ292/ HZ293
HZ164;G;1997;2003;HZ253/ HZ252/ HZ291/ HZ292/ HZ293
HZ164;G;2004;2013;HZ363/ AA200
HZ164;G;2014;;HZ360/ AA200
HZ165;G;2002;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ165;G;2004;2013;HZ363/ AA200
HZ165;G;2014;;HZ360/ AA200
HZ166;G;2002;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ166;G;2004;2013;HZ363/ AA200
HZ166;G;2014;;HZ360/ AA200
HZ167;G;2002;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ167;G;2004;2013;HZ363/ AA200
HZ167;G;2014;;HZ360/ AA200
HZ168;G;2002;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ168;G;2004;2013;HZ363/ AA200
HZ168;G;2014;;HZ360/ AA200
HZ169;G;2002;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ169;G;2004;2013;HZ363/ AA200
HZ169;G;2014;;HZ360/ AA200
HZ240;G;2009;;HZ345/ AA200
HZ241;G;1987;;HZ141
HZ241;;1981;1986;
HZ242;G;1995;;HZ141
HZ243;G;2002;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ243;G;2004;2008;HZ341/ AA200
HZ243;G;2009;;AA200
HZ244;G;1980;1980;HZ241
HZ244;G;1981;1986;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ244;G;1987;1987;HZ341/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ244;G;1988;2003;HZ341/ HZ253/ HZ252/ HZ291/ HZ292/ HZ293
HZ244;G;2004;2008;HZ341/ AA200
HZ244;G;2009;;AA200
HZ245;G;2002;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ245;G;2004;2008;HZ341/ AA200
HZ245;G;2009;;AA200
HZ246;G;2002;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ246;G;2004;2008;HZ341/ AA200
HZ246;G;2009;;AA200
HZ247;G;2002;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ247;G;2004;2008;HZ341/ AA200
HZ247;G;2009;;AA200
HZ248;G;2009;;HZ141
HZ249;G;2009;;HZ141
HZ251;G;1987;;HZ158
HZ251;;1981;1986;
HZ252;G;1981;1984;HE111/ HE112/ HZ162/ HH183/ HH184
HZ252;G;1985;1986;CE111/ CE121/ HZ162/ HH183/ HH184
HZ252;G;2003;;AA200
HZ252;;1987;2002;
HZ253;G;1985;1986;CE111/ CE121/ HZ162/ HH183/ HH184
HZ253;;1987;;
HZ254;G;1980;1980;HZ358
HZ254;G;1981;1984;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ254;G;1985;1986;HZ258/ HZ358/ HZ252/ HZ291/ HZ292/ HZ293
HZ254;G;1987;1987;HZ258/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ254;G;1988;1992;HZ258/ HZ253/ HZ252/ HZ291/ HZ292/ HZ293
HZ254;G;1993;2003;HZ158  HZ258  HZ358
HZ254;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ255;;1993;;
HZ256;G;2002;2003;HZ158  HZ258  HZ358
HZ256;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ257;G;2002;2003;HZ158  HZ258  HZ358
HZ257;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ258;G;1988;2003;HZ158
HZ258;;2004;;
HZ259;G;2002;2003;HZ158  HZ258  HZ358
HZ259;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ260;G;2014;;HZ160
HZ261;;1981;;
HZ262;G;1987;;HZ161
HZ263;G;1997;;HZ161
HZ264;G;1980;1980;HZ261/ HZ162
HZ264;G;1981;1984;HZ261/ HZ162/ HZ361/ HZ252/ HZ291/ HZ292/ HZ293
HZ264;G;1985;1986;HZ361/ HZ261/ HZ162/ HZ252/ HZ291/ HZ292/ HZ293
HZ264;G;1987;1987;HZ362/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ264;G;1988;1996;HZ362/ HZ253/ HZ252/ HZ291/ HZ292/ HZ293
HZ264;G;1997;2003;HZ253/ HZ252/ HZ291/ HZ292/ HZ293
HZ264;G;2004;2013;HZ363/ AA200
HZ264;G;2014;;HZ360/ AA200
HZ265;G;2002;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ265;G;2004;2013;HZ363/ AA200
HZ265;G;2014;;HZ360/ AA200
HZ266;G;2002;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ266;G;2004;2013;HZ363/ AA200
HZ266;G;2014;;HZ360/ AA200
HZ267;G;2002;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ267;G;2004;2013;HZ363/ AA200
HZ267;G;2014;;HZ360/ AA200
HZ268;G;2002;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ268;G;2004;2013;HZ363/ AA200
HZ268;G;2014;;HZ360/ AA200
HZ269;G;2002;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ269;G;2004;2013;HZ363/ AA200
HZ269;G;2014;;HZ360/ AA200
HZ290;G;1980;1980;AA200
HZ290;G;1986;;AA200
HZ290;;1981;1985;
HZ291;;1981;;
HZ292;;1981;;
HZ293;;1981;;
HZ340;G;2009;;HZ345/ AA200
HZ341;G;1987;1994;HZ241
HZ341;G;1995;;HZ242
HZ341;;1980;1986;
HZ342;G;1980;1980;CE111  HZ252/ CE121  HZ252/ HE231  HZ252
HZ342;G;1981;1984;HE111  HZ252/ HE112  HZ252
HZ342;G;1985;1985;CE111/ CE121  HZ252
HZ342;G;1986;1997;CE111  HZ252/ CE121  HZ252
HZ342;G;1998;;CE151  HZ252/ CE161  HZ252
HZ343;G;1985;;CE111/ CE121/ HZ253
HZ344;G;1980;1980;HZ241
HZ344;G;1981;1983;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ344;G;1984;1984;HZ241/ HZ341/ HZ343/ HZ252/ HZ291/ HZ292/ HZ293
HZ344;G;1985;1986;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ344;G;1987;1987;HZ341/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ344;G;1988;2003;HZ341/ HZ253/ HZ252/ HZ291/ HZ292/ HZ293
HZ344;G;2004;2008;HZ341/ AA200
HZ344;G;2009;;AA200
HZ345;G;2009;2010;HZ248
HZ345;G;2011;;HZ141
HZ346;G;2012;;HZ345/ AA200
HZ348;G;2009;;HZ345/ AA200
HZ351;G;1987;;HZ358
HZ351;;1981;1986;
HZ352;G;1993;1996;HZ158  HZ258  HZ358/ HZ151  HZ251  HZ351
HZ352;G;1997;2005;HZ158  HZ258  HZ358
HZ352;G;2006;;HZ358/ AA200
HZ352;;1980;1992;
HZ353;G;2002;2003;HZ158  HZ258  HZ358
HZ353;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ354;G;1980;1980;HZ358
HZ354;G;1981;1982;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ354;G;1983;1983;HZ358/ HZ252/ HZ291/ HZ292/ HZ293/ HZ258
HZ354;G;1984;1984;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ354;G;1985;1986;HZ258/ HZ358/ HZ252/ HZ291/ HZ292/ HZ293
HZ354;G;1987;1987;HZ258/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ354;G;1988;1992;HZ258/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ354;G;1993;2003;HZ158  HZ258  HZ358
HZ354;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ355;;1993;;
HZ356;G;2002;2003;HZ158  HZ258  HZ358
HZ356;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ357;G;2002;2003;HZ158  HZ258  HZ358
HZ357;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ358;G;1988;2003;HZ258
HZ358;;2004;;
HZ360;G;2014;;HZ260
HZ361;;1981;;
HZ362;G;1987;;HZ262
HZ363;G;1997;2002;HZ263
HZ363;G;2003;;HZ263/ HZ465
HZ364;G;1980;1980;HZ261/ HZ162
HZ364;G;1981;1982;HZ261/ HZ162/ HZ361/ HZ252/ HZ291/ HZ292/ HZ293
HZ364;G;1983;1983;HZ162/ HZ252/ HZ261/ HZ291/ HZ292/ HZ293/ HZ361
HZ364;G;1984;1984;HZ261/ HZ162/ HZ361/ HZ252/ HZ291/ HZ292/ HZ293
HZ364;G;1985;1986;HZ361/ HZ261/ HZ162/ HZ252/ HZ291/ HZ292/ HZ293
HZ364;G;1987;1987;HZ362/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ364;G;1988;1996;HZ362/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ364;G;1997;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ364;G;2004;2013;HZ363/ AA200
